city,timestamp,temperature_c,humidity_percent,heatwave_alert,rainfall_mm,current_load_percent,peak_load_percent,historical_failure_rate_percent,transformer_age_years,pressure_variance_percent,pipeline_age_years,recent_repairs_last_30_days,congestion_index,signal_failure_reports_last_7_days,population_density_per_km2,scenario_type,overall_failure_72h_label,power_failure_72h_label,transformer_overload_72h_label,water_failure_72h_label,traffic_failure_72h_label
Northbridge,2025-01-26T22:00:00+00:00,25.8,53.1,False,4.5,78.0,87.0,9.8,13.8,32.5,27.8,2,85.9,14,11969.5,high_density,1,1,0,0,1
Sunport,2025-01-26T23:00:00+00:00,29.3,57.0,False,56.9,68.0,73.2,18.5,38.8,58.7,26.8,8,73.7,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-27T00:00:00+00:00,45.2,48.0,True,41.8,93.4,99.8,19.3,24.9,40.9,30.9,4,80.3,12,12737.1,compound,1,1,1,1,1
Lakehurst,2025-01-27T01:00:00+00:00,26.7,39.2,False,9.1,62.2,72.6,12.7,11.3,25.1,23.5,2,63.8,3,10100.0,baseline,1,0,1,0,0
Bayhaven,2025-01-27T02:00:00+00:00,38.3,56.5,True,2.5,86.5,99.9,11.0,20.2,23.1,34.6,4,86.1,3,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-27T03:00:00+00:00,26.9,42.1,False,10.7,55.4,74.9,14.4,22.5,42.7,25.2,1,85.7,16,15377.4,high_density,0,0,1,0,1
Stonegate,2025-01-27T04:00:00+00:00,31.1,69.1,False,66.6,66.4,79.1,17.8,36.8,55.0,23.9,4,56.0,3,11700.0,failure_event,1,1,0,1,0
Hillford,2025-01-27T05:00:00+00:00,40.7,41.4,True,43.2,87.9,92.0,23.8,33.2,49.6,22.6,9,80.3,8,17026.3,compound,1,1,1,0,1
Metrovale,2025-01-27T06:00:00+00:00,28.7,68.5,False,7.1,80.7,84.7,11.8,22.7,24.4,33.5,4,58.1,2,11200.0,baseline,1,1,1,1,1
Riverton,2025-01-27T07:00:00+00:00,41.8,36.6,True,2.5,89.0,95.7,13.3,8.8,25.8,14.8,2,87.9,3,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-27T08:00:00+00:00,25.0,39.7,False,13.0,75.8,86.7,7.5,17.0,39.4,22.4,3,89.8,12,14070.3,high_density,0,0,1,0,1
Sunport,2025-01-27T09:00:00+00:00,22.4,46.4,False,44.3,79.5,71.7,26.7,35.9,33.1,15.4,6,72.5,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-27T10:00:00+00:00,44.9,59.7,True,60.4,96.6,98.1,21.0,26.0,49.1,32.2,4,89.0,7,13050.2,compound,0,1,1,0,1
Lakehurst,2025-01-27T11:00:00+00:00,20.4,68.2,False,14.1,78.8,89.6,4.4,19.6,14.1,10.6,0,58.0,2,10100.0,baseline,1,0,1,1,0
Bayhaven,2025-01-27T12:00:00+00:00,42.3,44.9,True,4.3,90.3,97.8,13.4,9.1,14.1,28.0,2,77.2,3,14500.0,heatwave,0,1,1,1,1
Ironwood,2025-01-27T13:00:00+00:00,21.5,68.0,False,9.4,60.2,76.1,13.0,16.9,37.5,16.6,1,91.8,14,15089.4,high_density,1,0,0,1,1
Stonegate,2025-01-27T14:00:00+00:00,23.7,74.6,False,38.5,66.2,81.2,18.6,24.0,52.9,10.8,5,61.5,6,11700.0,failure_event,1,1,1,0,1
Hillford,2025-01-27T15:00:00+00:00,40.4,48.3,True,62.8,91.2,96.4,25.9,22.1,42.1,10.3,5,84.5,15,14597.8,compound,1,1,1,1,1
Metrovale,2025-01-27T16:00:00+00:00,26.9,44.6,False,19.2,75.6,72.3,13.4,12.0,24.3,15.8,3,73.6,5,11200.0,baseline,0,0,0,0,0
Riverton,2025-01-27T17:00:00+00:00,39.6,43.6,True,5.5,92.3,95.4,10.3,15.8,21.8,19.6,4,72.4,6,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-01-27T18:00:00+00:00,29.4,64.4,False,10.5,63.2,78.0,5.1,21.6,33.8,13.6,4,84.9,10,16793.0,high_density,1,0,0,0,1
Sunport,2025-01-27T19:00:00+00:00,27.6,40.3,False,88.8,63.3,86.1,18.5,39.6,47.0,15.4,7,65.1,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-27T20:00:00+00:00,39.1,33.5,True,37.2,95.1,96.4,22.1,30.1,46.3,34.1,10,87.9,9,16615.4,compound,1,1,1,1,1
Lakehurst,2025-01-27T21:00:00+00:00,21.6,47.5,False,4.3,66.6,84.9,7.2,10.8,14.6,31.5,1,71.9,6,10100.0,baseline,0,0,1,0,1
Bayhaven,2025-01-27T22:00:00+00:00,40.8,58.5,True,6.2,90.2,96.0,5.0,13.4,11.1,11.7,0,87.3,1,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-27T23:00:00+00:00,20.3,53.5,False,0.9,72.0,79.4,4.9,19.2,40.4,14.2,4,81.2,12,14949.6,high_density,1,0,1,1,1
Stonegate,2025-01-28T00:00:00+00:00,32.3,65.3,False,63.1,57.7,72.3,16.7,38.5,37.5,15.5,4,45.7,6,11700.0,failure_event,0,1,0,1,1
Hillford,2025-01-28T01:00:00+00:00,39.2,40.6,True,85.5,91.7,99.1,23.7,22.1,37.9,22.1,10,84.1,14,15302.8,compound,1,1,1,1,1
Metrovale,2025-01-28T02:00:00+00:00,28.1,42.2,False,20.0,68.6,89.4,14.7,13.7,18.9,31.1,0,63.6,1,11200.0,baseline,0,1,1,0,1
Riverton,2025-01-28T03:00:00+00:00,39.0,57.5,True,6.1,89.4,96.2,6.6,16.3,23.4,25.1,0,75.9,6,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-28T04:00:00+00:00,34.6,51.0,False,12.0,58.3,83.2,7.7,19.7,29.8,15.6,1,90.5,11,16965.7,high_density,1,0,1,0,1
Sunport,2025-01-28T05:00:00+00:00,29.6,38.9,False,84.0,56.4,83.9,24.6,25.9,41.1,10.2,7,71.1,5,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-01-28T06:00:00+00:00,38.3,36.7,True,73.3,87.9,95.8,23.2,29.8,33.8,18.9,5,79.1,9,11961.7,compound,0,1,1,1,1
Lakehurst,2025-01-28T07:00:00+00:00,22.8,49.6,False,1.2,60.2,85.2,13.2,16.3,20.7,33.7,2,72.5,5,10100.0,baseline,0,1,1,1,1
Bayhaven,2025-01-28T08:00:00+00:00,45.7,29.6,True,1.0,94.3,96.4,9.9,14.1,12.1,11.2,3,82.9,1,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-28T09:00:00+00:00,20.8,61.2,False,15.0,62.9,79.6,7.6,18.9,40.2,23.7,0,93.2,14,16469.2,high_density,0,0,1,1,1
Stonegate,2025-01-28T10:00:00+00:00,31.6,74.8,False,80.3,63.8,81.7,22.4,22.9,41.1,18.8,5,67.6,3,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-28T11:00:00+00:00,43.4,42.1,True,64.2,96.5,97.0,22.1,30.8,56.3,29.4,4,95.1,10,11676.0,compound,0,1,1,1,1
Metrovale,2025-01-28T12:00:00+00:00,24.9,73.4,False,2.5,75.1,72.6,13.4,20.5,21.4,13.8,3,67.0,6,11200.0,baseline,0,1,1,0,1
Riverton,2025-01-28T13:00:00+00:00,39.4,30.5,True,1.5,94.6,98.2,9.0,20.0,13.6,26.3,4,75.2,3,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-28T14:00:00+00:00,24.5,41.9,False,0.8,79.6,85.1,6.0,9.5,30.3,22.0,1,80.5,16,17862.5,high_density,0,0,1,0,1
Sunport,2025-01-28T15:00:00+00:00,24.9,52.1,False,76.9,80.1,82.2,15.4,35.5,57.6,10.6,4,59.8,1,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-28T16:00:00+00:00,43.4,41.9,True,80.7,90.6,92.2,24.4,30.7,55.7,17.1,9,87.6,14,11571.2,compound,1,1,1,1,1
Lakehurst,2025-01-28T17:00:00+00:00,31.5,58.2,False,13.2,55.4,72.1,8.3,18.0,14.8,28.1,2,68.4,2,10100.0,baseline,0,1,0,0,1
Bayhaven,2025-01-28T18:00:00+00:00,42.1,50.4,True,7.8,93.8,95.0,10.8,10.2,28.1,26.0,2,82.3,5,14500.0,heatwave,0,1,1,1,1
Ironwood,2025-01-28T19:00:00+00:00,20.2,41.6,False,12.9,70.4,76.2,9.1,8.3,36.3,13.9,0,94.3,8,13955.0,high_density,1,0,0,1,1
Stonegate,2025-01-28T20:00:00+00:00,28.2,59.2,False,57.4,69.1,85.4,27.9,21.8,45.4,34.3,7,69.6,5,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-28T21:00:00+00:00,42.8,34.4,True,40.7,92.4,92.9,18.6,34.2,36.3,23.3,8,78.9,14,15556.4,compound,1,1,1,1,1
Metrovale,2025-01-28T22:00:00+00:00,31.8,61.5,False,12.2,65.0,73.7,9.2,12.1,28.2,28.2,4,61.1,4,11200.0,baseline,1,1,1,1,1
Riverton,2025-01-28T23:00:00+00:00,45.8,29.3,True,4.5,89.7,95.8,11.0,19.6,11.1,21.4,0,79.9,2,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-29T00:00:00+00:00,22.2,67.5,False,16.1,60.6,71.0,6.8,8.4,30.3,18.2,4,92.7,9,16377.4,high_density,1,1,0,0,1
Sunport,2025-01-29T01:00:00+00:00,21.3,71.0,False,72.0,72.4,79.1,26.0,22.9,46.5,10.3,5,58.4,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-29T02:00:00+00:00,45.4,25.8,True,52.4,87.1,94.8,26.0,32.6,46.0,12.5,8,89.8,8,12768.3,compound,1,1,1,1,1
Lakehurst,2025-01-29T03:00:00+00:00,31.7,47.4,False,0.9,72.5,79.2,8.3,10.0,14.4,32.0,3,53.6,1,10100.0,baseline,1,1,0,0,0
Bayhaven,2025-01-29T04:00:00+00:00,40.6,45.0,True,2.9,95.4,93.6,8.9,14.1,28.4,27.5,4,71.8,1,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-29T05:00:00+00:00,31.1,67.6,False,17.9,81.6,81.6,9.7,16.0,35.5,26.7,2,78.9,13,13530.3,high_density,1,1,0,1,1
Stonegate,2025-01-29T06:00:00+00:00,30.7,57.4,False,39.5,64.5,75.6,23.0,28.8,48.9,19.7,8,67.0,1,11700.0,failure_event,1,1,0,1,0
Hillford,2025-01-29T07:00:00+00:00,45.0,40.8,True,72.4,95.0,99.7,22.2,31.9,52.4,22.5,6,78.4,16,11811.7,compound,1,1,1,1,1
Metrovale,2025-01-29T08:00:00+00:00,32.0,35.8,False,17.4,72.1,72.5,4.2,10.6,19.9,26.5,3,61.9,2,11200.0,baseline,1,0,1,0,0
Riverton,2025-01-29T09:00:00+00:00,45.4,34.7,True,4.6,94.7,96.0,7.5,13.2,10.1,26.7,2,75.0,2,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-29T10:00:00+00:00,25.8,60.3,False,9.6,71.5,79.6,9.8,8.8,28.5,17.1,2,91.9,14,17422.9,high_density,0,1,1,1,1
Sunport,2025-01-29T11:00:00+00:00,27.6,48.9,False,50.0,80.1,86.7,18.5,33.3,57.3,14.9,7,65.6,1,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-29T12:00:00+00:00,39.1,41.6,True,66.0,89.4,93.7,18.4,26.7,30.9,21.1,7,89.5,14,12036.9,compound,1,1,1,1,1
Lakehurst,2025-01-29T13:00:00+00:00,34.1,50.3,False,10.8,57.4,79.0,5.5,16.5,23.0,28.4,2,53.4,5,10100.0,baseline,0,1,0,0,0
Bayhaven,2025-01-29T14:00:00+00:00,39.0,52.3,True,5.2,96.9,94.4,12.9,20.1,28.7,15.4,2,71.2,3,14500.0,heatwave,1,1,0,0,1
Ironwood,2025-01-29T15:00:00+00:00,29.0,51.3,False,0.6,70.7,82.8,6.5,8.1,42.3,15.8,1,95.2,8,11690.2,high_density,1,1,1,1,1
Stonegate,2025-01-29T16:00:00+00:00,24.3,60.3,False,79.9,57.2,73.7,21.9,35.7,47.3,17.9,4,51.3,1,11700.0,failure_event,1,1,1,1,0
Hillford,2025-01-29T17:00:00+00:00,38.1,59.4,True,76.7,93.4,94.1,16.6,30.8,40.4,15.7,6,93.4,16,14742.5,compound,1,1,1,1,1
Metrovale,2025-01-29T18:00:00+00:00,25.1,53.6,False,7.4,73.5,85.3,7.3,8.8,23.0,13.3,2,60.1,5,11200.0,baseline,0,0,1,1,0
Riverton,2025-01-29T19:00:00+00:00,43.4,41.5,True,0.5,95.8,92.8,11.8,20.0,28.3,17.4,2,73.0,5,8400.0,heatwave,0,1,1,1,0
Northbridge,2025-01-29T20:00:00+00:00,31.5,67.2,False,14.6,78.8,73.8,5.6,21.0,27.5,16.6,2,93.1,6,12092.4,high_density,1,0,1,0,1
Sunport,2025-01-29T21:00:00+00:00,23.9,73.1,False,77.8,72.6,78.2,20.7,26.5,44.7,15.7,8,75.5,5,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-29T22:00:00+00:00,39.2,29.2,True,85.7,90.4,92.0,19.1,25.9,35.0,16.3,10,81.4,8,13193.8,compound,1,1,1,1,1
Lakehurst,2025-01-29T23:00:00+00:00,30.8,63.0,False,16.2,67.6,78.5,13.0,15.7,13.7,33.8,0,61.8,2,10100.0,baseline,1,0,0,0,0
Bayhaven,2025-01-30T00:00:00+00:00,45.0,34.1,True,2.6,88.8,99.6,11.4,15.2,29.3,24.3,2,81.4,5,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-30T01:00:00+00:00,26.8,35.4,False,13.0,67.1,83.2,11.9,22.7,39.2,14.9,2,84.0,14,15812.0,high_density,0,0,1,1,1
Stonegate,2025-01-30T02:00:00+00:00,28.2,69.1,False,37.3,70.3,75.8,16.0,39.3,52.5,18.1,9,64.3,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-30T03:00:00+00:00,43.9,47.1,True,35.1,92.8,99.3,20.5,22.1,30.8,29.3,5,79.4,7,13807.0,compound,1,1,1,1,1
Metrovale,2025-01-30T04:00:00+00:00,29.5,54.7,False,19.8,80.1,81.8,11.8,13.7,10.5,21.3,2,74.9,3,11200.0,baseline,1,0,1,0,0
Riverton,2025-01-30T05:00:00+00:00,41.0,41.3,True,5.1,91.4,93.3,14.0,8.1,27.6,17.0,1,79.7,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-30T06:00:00+00:00,27.3,53.6,False,10.0,79.3,83.1,12.4,9.8,36.0,34.2,4,86.8,12,11728.3,high_density,0,0,0,0,1
Sunport,2025-01-30T07:00:00+00:00,33.7,39.6,False,35.9,69.1,86.5,18.1,34.0,31.3,32.8,8,72.3,3,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-30T08:00:00+00:00,46.0,40.3,True,70.2,90.5,95.7,16.7,25.0,51.5,14.6,5,92.1,11,12752.4,compound,1,1,1,1,1
Lakehurst,2025-01-30T09:00:00+00:00,32.2,60.7,False,4.8,76.6,88.7,10.1,18.0,25.0,17.3,3,70.4,4,10100.0,baseline,1,1,1,0,1
Bayhaven,2025-01-30T10:00:00+00:00,39.8,39.4,True,6.1,89.7,97.1,5.9,9.0,11.6,19.1,1,84.6,2,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-01-30T11:00:00+00:00,29.7,62.6,False,10.9,72.7,89.0,12.7,17.3,42.0,10.4,4,91.9,15,17843.6,high_density,0,1,1,1,1
Stonegate,2025-01-30T12:00:00+00:00,33.3,36.8,False,44.9,62.1,72.7,23.4,24.8,39.0,11.3,4,60.6,2,11700.0,failure_event,0,1,0,1,1
Hillford,2025-01-30T13:00:00+00:00,43.1,39.0,True,77.6,93.2,96.8,21.0,34.8,40.0,16.1,4,91.5,13,17718.8,compound,1,1,0,1,1
Metrovale,2025-01-30T14:00:00+00:00,29.8,73.9,False,9.6,74.6,82.6,6.9,8.6,21.9,27.9,2,65.6,5,11200.0,baseline,0,0,1,0,1
Riverton,2025-01-30T15:00:00+00:00,38.7,30.3,True,4.8,91.2,93.7,14.0,21.5,18.9,27.7,2,78.9,2,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-01-30T16:00:00+00:00,29.5,67.6,False,8.2,57.2,73.8,12.5,16.4,35.1,19.5,2,82.5,13,15575.9,high_density,0,0,0,1,0
Sunport,2025-01-30T17:00:00+00:00,25.2,49.6,False,40.5,79.9,76.4,15.5,29.3,37.3,13.8,8,53.0,6,13200.0,failure_event,1,0,1,0,1
Crestfield,2025-01-30T18:00:00+00:00,44.3,46.6,True,84.3,93.1,94.1,27.9,21.9,53.9,24.6,7,89.7,13,16578.0,compound,1,1,1,1,1
Lakehurst,2025-01-30T19:00:00+00:00,32.1,74.1,False,11.6,55.2,73.8,6.3,19.0,27.8,15.6,0,52.2,6,10100.0,baseline,1,0,1,0,1
Bayhaven,2025-01-30T20:00:00+00:00,38.0,42.7,True,0.9,95.4,94.6,7.0,23.2,27.1,34.3,3,86.1,1,14500.0,heatwave,1,1,1,0,0
Ironwood,2025-01-30T21:00:00+00:00,22.4,38.0,False,9.2,80.8,86.1,8.3,21.4,26.2,11.5,0,87.5,10,16276.2,high_density,0,1,1,0,1
Stonegate,2025-01-30T22:00:00+00:00,23.0,56.8,False,59.6,75.3,70.3,17.9,27.6,39.0,33.5,9,64.9,5,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-30T23:00:00+00:00,43.2,41.7,True,39.4,94.7,94.5,24.3,21.3,40.5,24.8,4,93.1,11,13028.9,compound,0,1,1,0,1
Metrovale,2025-01-31T00:00:00+00:00,27.1,41.9,False,18.1,69.8,72.8,5.2,18.0,21.6,28.0,2,68.7,1,11200.0,baseline,1,1,1,1,0
Riverton,2025-01-31T01:00:00+00:00,41.7,44.4,True,2.5,93.7,95.0,14.9,14.8,29.9,32.1,1,81.2,4,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-01-31T02:00:00+00:00,23.4,45.5,False,0.1,78.7,73.3,11.7,23.3,44.9,15.8,4,93.3,10,17577.3,high_density,1,1,1,0,1
Sunport,2025-01-31T03:00:00+00:00,26.6,44.3,False,56.0,80.3,84.3,19.9,32.8,49.5,20.8,10,65.0,3,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-01-31T04:00:00+00:00,44.1,38.0,True,86.1,86.2,93.8,17.6,24.6,52.6,25.2,5,80.1,8,14295.2,compound,1,1,1,1,1
Lakehurst,2025-01-31T05:00:00+00:00,29.2,58.2,False,11.6,80.0,81.0,4.5,12.0,17.8,15.4,3,50.6,2,10100.0,baseline,0,0,0,0,1
Bayhaven,2025-01-31T06:00:00+00:00,40.7,47.1,True,2.8,91.4,99.9,4.7,13.4,11.2,16.5,2,72.0,2,14500.0,heatwave,1,0,1,0,1
Ironwood,2025-01-31T07:00:00+00:00,20.4,39.8,False,3.3,64.8,76.9,12.5,14.5,35.0,29.7,4,82.1,10,16062.3,high_density,1,0,1,0,1
Stonegate,2025-01-31T08:00:00+00:00,29.9,42.5,False,63.0,79.1,75.4,19.8,39.5,36.7,26.6,10,50.7,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-01-31T09:00:00+00:00,45.9,44.5,True,77.2,93.1,98.1,15.8,31.4,43.8,20.9,5,92.1,16,16727.1,compound,1,1,1,1,1
Metrovale,2025-01-31T10:00:00+00:00,21.2,37.4,False,14.9,59.5,81.3,12.7,23.8,14.4,13.9,0,73.5,3,11200.0,baseline,1,1,1,0,1
Riverton,2025-01-31T11:00:00+00:00,39.3,37.1,True,3.5,94.2,96.0,10.9,10.0,18.8,17.7,3,78.7,3,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-01-31T12:00:00+00:00,27.2,69.0,False,4.1,74.5,84.8,12.6,9.5,41.5,30.1,2,83.5,9,16003.7,high_density,1,0,0,0,1
Sunport,2025-01-31T13:00:00+00:00,21.9,58.6,False,85.2,59.7,89.4,15.1,37.2,51.9,19.4,7,51.2,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-01-31T14:00:00+00:00,44.8,57.8,True,65.8,89.2,95.1,22.3,27.3,40.1,23.7,9,94.1,12,12248.6,compound,1,1,1,1,1
Lakehurst,2025-01-31T15:00:00+00:00,31.3,64.6,False,5.1,69.2,70.9,6.0,12.5,26.8,11.3,4,50.0,5,10100.0,baseline,0,1,0,1,1
Bayhaven,2025-01-31T16:00:00+00:00,41.9,40.2,True,0.2,91.2,98.5,4.1,22.6,14.5,18.4,3,81.8,2,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-01-31T17:00:00+00:00,22.3,45.3,False,0.9,58.3,77.4,8.7,23.5,34.0,22.8,3,83.0,11,16844.9,high_density,1,1,0,0,1
Stonegate,2025-01-31T18:00:00+00:00,20.1,40.6,False,52.9,67.4,78.0,18.3,24.4,58.9,10.9,4,57.0,2,11700.0,failure_event,1,1,1,1,0
Hillford,2025-01-31T19:00:00+00:00,38.6,47.1,True,67.4,92.4,95.6,17.2,23.0,51.2,21.4,6,88.4,13,13009.7,compound,1,1,1,1,1
Metrovale,2025-01-31T20:00:00+00:00,30.6,73.1,False,1.1,69.8,73.1,6.9,16.2,12.6,33.8,2,76.7,2,11200.0,baseline,0,1,1,0,1
Riverton,2025-01-31T21:00:00+00:00,40.0,50.4,True,0.9,94.8,99.9,9.4,16.4,10.7,24.2,0,79.8,3,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-01-31T22:00:00+00:00,34.6,66.9,False,2.2,77.4,73.3,12.2,16.5,32.4,15.3,2,80.7,8,12858.6,high_density,0,0,0,0,1
Sunport,2025-01-31T23:00:00+00:00,32.5,62.6,False,48.8,65.7,82.7,16.9,37.5,56.3,13.8,8,68.4,6,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-02-01T00:00:00+00:00,44.7,50.0,True,46.0,86.8,94.8,22.1,21.3,44.5,19.4,8,81.7,9,14243.0,compound,1,1,1,1,1
Lakehurst,2025-02-01T01:00:00+00:00,24.7,59.3,False,4.5,66.5,73.8,14.3,22.3,12.0,34.1,2,45.0,1,10100.0,baseline,0,0,1,0,0
Bayhaven,2025-02-01T02:00:00+00:00,39.5,48.3,True,0.5,92.3,92.3,13.8,18.4,28.2,22.5,4,75.0,6,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-02-01T03:00:00+00:00,25.5,72.9,False,18.0,62.0,78.0,5.5,8.7,44.1,18.7,4,88.2,6,16571.2,high_density,0,1,0,0,1
Stonegate,2025-02-01T04:00:00+00:00,20.2,52.6,False,49.0,55.7,78.3,20.7,27.4,43.2,24.7,7,51.2,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-01T05:00:00+00:00,40.0,36.7,True,70.5,94.3,93.8,16.7,36.4,35.9,28.6,5,89.5,8,12647.0,compound,1,1,1,1,1
Metrovale,2025-02-01T06:00:00+00:00,21.6,37.8,False,9.6,64.1,80.1,9.7,14.5,14.9,28.8,0,70.5,3,11200.0,baseline,1,0,1,0,1
Riverton,2025-02-01T07:00:00+00:00,43.5,37.8,True,3.2,91.8,93.2,13.1,22.7,18.4,29.7,4,70.2,1,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-01T08:00:00+00:00,33.5,74.9,False,5.0,72.4,89.4,10.7,11.3,23.2,22.5,0,91.7,16,17457.8,high_density,0,1,1,0,1
Sunport,2025-02-01T09:00:00+00:00,24.1,52.4,False,58.8,72.5,80.6,21.3,38.2,57.6,12.6,8,52.9,2,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-01T10:00:00+00:00,39.6,31.0,True,40.1,94.9,96.6,22.9,40.0,36.1,26.8,8,83.9,6,13303.7,compound,1,0,1,1,1
Lakehurst,2025-02-01T11:00:00+00:00,25.3,70.3,False,8.7,77.6,72.4,14.7,22.7,12.4,16.3,1,62.0,1,10100.0,baseline,1,0,1,0,0
Bayhaven,2025-02-01T12:00:00+00:00,44.8,32.6,True,3.5,95.2,96.0,5.1,18.5,15.9,15.2,4,81.6,1,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-02-01T13:00:00+00:00,24.8,62.1,False,18.8,78.3,79.5,7.6,18.8,32.1,11.9,1,83.3,15,13780.3,high_density,0,0,1,0,1
Stonegate,2025-02-01T14:00:00+00:00,22.2,35.2,False,50.9,78.7,85.2,22.5,28.5,35.7,24.7,6,45.6,5,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-01T15:00:00+00:00,43.0,46.2,True,57.5,92.9,92.8,16.3,38.7,45.3,21.9,9,94.7,10,13105.2,compound,1,1,1,1,1
Metrovale,2025-02-01T16:00:00+00:00,25.7,48.7,False,18.1,69.5,81.8,7.7,9.1,22.6,20.6,4,72.5,4,11200.0,baseline,1,1,1,1,1
Riverton,2025-02-01T17:00:00+00:00,40.2,55.7,True,3.6,91.5,95.8,10.3,19.9,25.2,18.3,3,84.4,5,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-02-01T18:00:00+00:00,22.3,50.7,False,4.6,61.2,70.2,10.9,15.2,38.3,28.0,3,80.5,11,14300.1,high_density,1,1,1,1,1
Sunport,2025-02-01T19:00:00+00:00,24.2,59.7,False,88.2,61.6,77.3,24.6,29.5,49.8,25.7,5,56.5,3,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-01T20:00:00+00:00,44.7,35.8,True,70.5,92.5,95.2,22.3,35.0,53.4,33.9,4,83.2,15,17485.1,compound,1,1,1,1,1
Lakehurst,2025-02-01T21:00:00+00:00,34.9,59.4,False,6.9,60.0,88.8,4.4,22.6,22.6,17.0,4,45.7,4,10100.0,baseline,0,1,1,0,0
Bayhaven,2025-02-01T22:00:00+00:00,39.3,37.4,True,7.7,90.8,96.4,10.6,19.9,25.9,11.0,1,81.4,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-01T23:00:00+00:00,22.1,42.7,False,6.8,61.9,70.4,9.1,10.8,23.4,19.2,1,93.4,10,12171.0,high_density,1,0,1,0,1
Stonegate,2025-02-02T00:00:00+00:00,28.0,35.7,False,62.3,62.9,89.2,21.8,39.1,33.5,24.4,8,58.8,5,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-02T01:00:00+00:00,42.8,51.3,True,52.5,94.4,99.7,26.3,23.7,44.2,12.7,4,82.8,10,14200.1,compound,1,1,1,1,1
Metrovale,2025-02-02T02:00:00+00:00,24.8,36.4,False,3.2,59.8,74.2,5.5,21.7,19.3,31.7,4,73.5,1,11200.0,baseline,1,1,1,1,0
Riverton,2025-02-02T03:00:00+00:00,45.3,54.0,True,5.9,88.7,94.9,12.8,21.5,15.2,24.3,1,74.6,6,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-02T04:00:00+00:00,25.3,65.3,False,18.8,63.4,88.0,5.5,12.0,22.1,16.4,0,79.3,12,15037.0,high_density,1,1,0,0,0
Sunport,2025-02-02T05:00:00+00:00,23.0,67.6,False,44.1,78.1,75.6,20.1,35.7,48.2,25.8,6,56.5,2,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-02T06:00:00+00:00,43.7,47.6,True,87.4,89.6,99.2,21.0,30.9,36.0,27.5,9,84.9,8,13029.9,compound,1,1,1,1,0
Lakehurst,2025-02-02T07:00:00+00:00,29.7,73.7,False,1.4,59.3,72.4,7.3,17.7,13.6,23.4,0,68.9,4,10100.0,baseline,1,1,0,1,1
Bayhaven,2025-02-02T08:00:00+00:00,45.1,52.0,True,4.4,94.7,94.7,5.8,13.0,21.3,27.3,2,78.2,3,14500.0,heatwave,1,1,1,0,0
Ironwood,2025-02-02T09:00:00+00:00,27.1,74.2,False,5.1,59.8,81.2,6.7,12.5,36.8,30.5,4,93.1,16,14052.9,high_density,1,0,0,0,1
